geo_address_key,street_1_norm,city_norm,state_norm,zip_norm,provider_count,address_variant_count,geocoding_source,geocoding_status,geocoding_match_count,geocoded_matched_address,provider_latitude,provider_longitude,geocoded_tiger_line_id,geocoded_side
PENTAGON TRI-SERVICE DENTAL CLINIC | WASHINGTON | DC | 20310,PENTAGON TRI-SERVICE DENTAL CLINIC,WASHINGTON,DC,20310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PICATINNY OCCUPATIONAL HEALTH CLINIC | PICATINNY ARSENAL | NJ | 07806,PICATINNY OCCUPATIONAL HEALTH CLINIC,PICATINNY ARSENAL,NJ,07806,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PMRS 117 | MOUNTAIN HOME | TN | 37684,PMRS 117,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
POK C KIMMD | CASTLE POINT | NE | 12511,POK C KIMMD,CASTLE POINT,NE,12511,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PRO HEALTH PARTNERS | OXFORD | CT | 06487,PRO HEALTH PARTNERS,OXFORD,CT,06487,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PSHCS AMERICAN LAKE DIVISION | TACOMA | WA | 98493,PSHCS AMERICAN LAKE DIVISION,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PSHCS DENT A-112 | TACOMA | WA | 98493,PSHCS DENT A-112,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
PUGET SOUND HEALTHCARE SYSTEM- ALVA | TACOMA | WA | 98493,PUGET SOUND HEALTHCARE SYSTEM- ALVA,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
REC CENTER PHYSICAL THERAPY | CEDAR RAPIDS | IA | 52498,REC CENTER PHYSICAL THERAPY,CEDAR RAPIDS,IA,52498,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ROCK ISLAND ARSENAL | ROCK ISLAND | IL | 61299,ROCK ISLAND ARSENAL,ROCK ISLAND,IL,61299,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
ROUTE 12 BLDG 449 | GROTON | CT | 06349,ROUTE 12 BLDG 449,GROTON,CT,06349,3,3,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SCHOOL OF DENTISTRY FACULTY PRACTICE PLAN | LOUISVILLE | KY | 40292,SCHOOL OF DENTISTRY FACULTY PRACTICE PLAN,LOUISVILLE,KY,40292,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SENIOR MEDICAL OFFICER | FPO AE | NY | 09599,SENIOR MEDICAL OFFICER,FPO AE,NY,09599,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SHCC 1 FLETCHER DRIVE | GAINESVILLE | FL | 32611,SHCC 1 FLETCHER DRIVE,GAINESVILLE,FL,32611,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SHCC UNIVERSITY OF FLORIDA CAMPUS | GAINESVILLE | FL | 32611,SHCC UNIVERSITY OF FLORIDA CAMPUS,GAINESVILLE,FL,32611,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SIDNEY & LAMONT STREETS | JOHNSON CITY | TN | 37684,SIDNEY & LAMONT STREETS,JOHNSON CITY,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SIDNEY AND LAMONT STREET | MOUNTAIN HOME | TN | 37684,SIDNEY AND LAMONT STREET,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SIDNEY/LAMONT ST | MOUNTAIN HOME | TN | 37684,SIDNEY/LAMONT ST,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SOCPAC SOJ07 | CAMP H M SMITH | HI | 96861,SOCPAC SOJ07,CAMP H M SMITH,HI,96861,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
SOUTHWIRE FAMILY MEDICAL CTR | CARROLLTON | GA | 30119,SOUTHWIRE FAMILY MEDICAL CTR,CARROLLTON,GA,30119,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
STUDENT HEALTH APPALACHIAN STATE UNIVERSITY | BOONE | NC | 28608,STUDENT HEALTH APPALACHIAN STATE UNIVERSITY,BOONE,NC,28608,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
STUDENT HEALTH CARE CENTER 1 FLETCHER DRIVE | GAINESVILLE | FL | 32611,STUDENT HEALTH CARE CENTER 1 FLETCHER DRIVE,GAINESVILLE,FL,32611,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
TEXAS TECH SCHOOL OF PHARMACY | LUBBOCK | TX | 79430,TEXAS TECH SCHOOL OF PHARMACY,LUBBOCK,TX,79430,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
THE CLEVELAND CLINIC | CLEVELAND | OH | 44195,THE CLEVELAND CLINIC,CLEVELAND,OH,44195,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
THE PENTAGON CORRIDOR 8 | WASHINGTON | DC | 20310,THE PENTAGON CORRIDOR 8,WASHINGTON,DC,20310,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
TROUT AVE BLDG 141 | GROTON | CT | 06349,TROUT AVE BLDG 141,GROTON,CT,06349,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
TTUHSC DEPT OF PSYCHIATRY | LUBBOCK | TX | 79430,TTUHSC DEPT OF PSYCHIATRY,LUBBOCK,TX,79430,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
TTUHSC SCHOOL OF PHARMACY | LUBBOCK | TX | 79430,TTUHSC SCHOOL OF PHARMACY,LUBBOCK,TX,79430,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UCDHSC-SON C-288-5 | DENVER | CO | 80262,UCDHSC-SON C-288-5,DENVER,CO,80262,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UCHC; MARB BUILDING 263 FARMINGTON AVE | FARMINGTON | CT | 06030,UCHC; MARB BUILDING 263 FARMINGTON AVE,FARMINGTON,CT,06030,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UCONN MEDICAL GROUP | FARMINGTON | CT | 06030,UCONN MEDICAL GROUP,FARMINGTON,CT,06030,7,3,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UMASS MEMORIAL HEALTHCARE | WORCESTER | MA | 01655,UMASS MEMORIAL HEALTHCARE,WORCESTER,MA,01655,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNCG ANNA GOVE STUDENT HEALTH CENTER | GREENSBORO | NC | 27402,UNCG ANNA GOVE STUDENT HEALTH CENTER,GREENSBORO,NC,27402,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIV OF CALIFORNIA SCHOOL OF PHARMACY | SAN FRANCISCO | CA | 94143,UNIV OF CALIFORNIA SCHOOL OF PHARMACY,SAN FRANCISCO,CA,94143,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIV OF COLORADO BOULDER WARDENBURG | BOULDER | CO | 80309,UNIV OF COLORADO BOULDER WARDENBURG,BOULDER,CO,80309,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY DRIVE C | PITTSBURGH | PA | 15240,UNIVERSITY DRIVE C,PITTSBURGH,PA,15240,4,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY DRIVE C SUITE 132YA | PITTSBURGH | PA | 15240,UNIVERSITY DRIVE C SUITE 132YA,PITTSBURGH,PA,15240,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF CONNECTICUT HEALTH CENTER PHARMACY | FARMINGTON | CT | 06030,UNIVERSITY OF CONNECTICUT HEALTH CENTER PHARMACY,FARMINGTON,CT,06030,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF CONNECTICUT HEALTH CTR | FARMINGTON | CT | 06030,UNIVERSITY OF CONNECTICUT HEALTH CTR,FARMINGTON,CT,06030,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF ILLINOIS COLLEGE OF MEDICINE AT PEOR | PEORIA | IL | 61637,UNIVERSITY OF ILLINOIS COLLEGE OF MEDICINE AT PEOR,PEORIA,IL,61637,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF LOUISVILLE SCHOOL OF DENTISTRY | LOUISVILLE | KY | 40292,UNIVERSITY OF LOUISVILLE SCHOOL OF DENTISTRY,LOUISVILLE,KY,40292,2,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF OKLAHOMA COLLEGE OF PHARMACY | OKLAHOMA CITY | OK | 73190,UNIVERSITY OF OKLAHOMA COLLEGE OF PHARMACY,OKLAHOMA CITY,OK,73190,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF PITTSBURGH | PITTSBURGH | PA | 15261,UNIVERSITY OF PITTSBURGH,PITTSBURGH,PA,15261,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF PITTSBURGH SCHOOL OF PHARMACY | PITTSBURGH | PA | 15261,UNIVERSITY OF PITTSBURGH SCHOOL OF PHARMACY,PITTSBURGH,PA,15261,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF TEXAS AT ARLINGTON | ARLINGTON | TX | 76019,UNIVERSITY OF TEXAS AT ARLINGTON,ARLINGTON,TX,76019,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF TN STUDENT HEALTH SERVICES | KNOXVILLE | TN | 37996,UNIVERSITY OF TN STUDENT HEALTH SERVICES,KNOXVILLE,TN,37996,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF UTAH | SALT LAKE CITY | UT | 84132,UNIVERSITY OF UTAH,SALT LAKE CITY,UT,84132,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNIVERSITY OF UTAH DIVISION OF EMERGENCY MEDICINE | SALT LAKE CITY | UT | 84132,UNIVERSITY OF UTAH DIVISION OF EMERGENCY MEDICINE,SALT LAKE CITY,UT,84132,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNM BLDG 73 | ALBUQUERQUE | NM | 87131,UNM BLDG 73,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNM COLLEGE OF NURSING MSC 09 5350 | ALBUQUERQUE | NM | 87131,UNM COLLEGE OF NURSING MSC 09 5350,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNMC COLLEGE OF NURSING | OMAHA | NE | 68198,UNMC COLLEGE OF NURSING,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNMC NEUROLOGY | OMAHA | NE | 68198,UNMC NEUROLOGY,OMAHA,NE,68198,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNMHSC 1 UNIVERSITY OF NEW MEXICO | ALBUQUERQUE | NM | 87131,UNMHSC 1 UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,87131,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UNR SPORTSMEDICINE COMPLEX | RENO | NV | 89507,UNR SPORTSMEDICINE COMPLEX,RENO,NV,89507,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
US COAST GUARD ISC KODIAK | KODIAK | AK | 99619,US COAST GUARD ISC KODIAK,KODIAK,AK,99619,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
US DEPT OF STATE | WASHINGTON | DC | 20522,US DEPT OF STATE,WASHINGTON,DC,20522,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
US DEPT OF STATE M/MED/QM SA-1 | WASHINGTON | DC | 20522,US DEPT OF STATE M/MED/QM SA-1,WASHINGTON,DC,20522,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
US DEPT OFSTATE | WASHINGTON | DC | 20522,US DEPT OFSTATE,WASHINGTON,DC,20522,2,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
USCGC TAHOMA (WMEC-908) | PORTSMOUTH | NH | 03804,USCGC TAHOMA (WMEC-908),PORTSMOUTH,NH,03804,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
UT HEARING AND SPEECH CENTER | KNOXVILLE | TN | 37996,UT HEARING AND SPEECH CENTER,KNOXVILLE,TN,37996,6,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VA HUDSON VALLEY HCS PM&R/SCI SERVICES | CASTLE POINT | NY | 12511,VA HUDSON VALLEY HCS PM&R/SCI SERVICES,CASTLE POINT,NY,12511,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VA LOMA LINDA HEALTHCARE SYSTEM | LOMA LINDA | CA | 92357,VA LOMA LINDA HEALTHCARE SYSTEM,LOMA LINDA,CA,92357,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VA LOMA LINDA HEALTHCARE SYSTEM # 119 | LOMA LINDA | CA | 92357,VA LOMA LINDA HEALTHCARE SYSTEM # 119,LOMA LINDA,CA,92357,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VA PITTSBURGH HEALTHCARE SYSTEM | PITTSBURGH | PA | 15240,VA PITTSBURGH HEALTHCARE SYSTEM,PITTSBURGH,PA,15240,2,2,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VAMC BLDG 160 DOGWOOD AVE | MOUNTAIN HOME | TN | 37684,VAMC BLDG 160 DOGWOOD AVE,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VAMHCS | BALTIMORE | MD | 21298,VAMHCS,BALTIMORE,MD,21298,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VAPHS | PITTSBURGH | PA | 15240,VAPHS,PITTSBURGH,PA,15240,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VAPHS UNIVERSITY DRIVE-C | PITTSBURGH | PA | 15240,VAPHS UNIVERSITY DRIVE-C,PITTSBURGH,PA,15240,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VAPSHCS AMERICAN LAKE DIV 116-M | TACOMA | WA | 98493,VAPSHCS AMERICAN LAKE DIV 116-M,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VETERANS ADMINISTRATION CENTER | MOUNTAIN HOME | TN | 37684,VETERANS ADMINISTRATION CENTER,MOUNTAIN HOME,TN,37684,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VETERANS DR | TACOMA | WA | 98493,VETERANS DR,TACOMA,WA,98493,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
VICENZA HEALTH CLINIC | APO AE | NY | 09630,VICENZA HEALTH CLINIC,APO AE,NY,09630,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
W28550 SUSSEX RD | MERTON | WI | 53056,W28550 SUSSEX RD,MERTON,WI,53056,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
WAKE FOREST UNIVERSITY BAPTIST MEDICAL CTR | WINSTON SALEM | NC | 27157,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CTR,WINSTON SALEM,NC,27157,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
WFUBMC | WINSTON SALEM | NC | 27157,WFUBMC,WINSTON SALEM,NC,27157,1,1,Census_Geocoder_Second_Pass,unmatched,0,,,,,
