STATE_CLEAN,ZIP_CLEAN,provider_count,individual_provider_count,organization_provider_count,unique_specialty_count,providers_with_specialty,specialty_diversity_ratio,state_provider_count,zip_provider_share_of_state,individual_provider_ratio,organization_provider_ratio
MN,56215,2,1,1,2,2,1.0,7180,0.0002785515320334262,0.5,0.5
MN,56219,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56220,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56221,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56230,2,2,0,1,2,0.5,7180,0.0002785515320334262,1.0,0.0
MN,56232,2,1,1,2,2,1.0,7180,0.0002785515320334262,0.5,0.5
MN,56240,5,3,2,4,5,0.8,7180,0.0006963788300835655,0.6,0.4
MN,56241,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56258,15,13,2,13,15,0.8666666666666667,7180,0.0020891364902506965,0.8666666666666667,0.13333333333333333
MN,56265,19,15,4,11,19,0.5789473684210527,7180,0.0026462395543175488,0.7894736842105263,0.21052631578947367
MN,56266,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56267,4,3,1,3,4,0.75,7180,0.0005571030640668524,0.75,0.25
MN,56273,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56277,5,2,3,5,5,1.0,7180,0.0006963788300835655,0.4,0.6
MN,56278,9,3,6,9,9,1.0,7180,0.0012534818941504179,0.3333333333333333,0.6666666666666666
MN,56283,8,6,2,6,8,0.75,7180,0.0011142061281337048,0.75,0.25
MN,56284,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56288,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56296,3,1,2,3,3,1.0,7180,0.00041782729805013927,0.3333333333333333,0.6666666666666666
MN,56301,43,36,7,19,43,0.4418604651162791,7180,0.005988857938718663,0.8372093023255814,0.16279069767441862
MN,56303,109,94,15,64,109,0.5871559633027523,7180,0.015181058495821726,0.8623853211009175,0.13761467889908258
MN,56304,5,2,3,3,5,0.6,7180,0.0006963788300835655,0.4,0.6
MN,56307,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56308,58,45,13,30,58,0.5172413793103449,7180,0.00807799442896936,0.7758620689655172,0.22413793103448276
MN,56311,2,0,2,2,2,1.0,7180,0.0002785515320334262,0.0,1.0
MN,56312,2,0,2,2,2,1.0,7180,0.0002785515320334262,0.0,1.0
MN,56318,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56320,3,1,2,3,3,1.0,7180,0.00041782729805013927,0.3333333333333333,0.6666666666666666
MN,56321,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56334,4,3,1,3,4,0.75,7180,0.0005571030640668524,0.75,0.25
MN,56342,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56345,6,3,3,6,6,1.0,7180,0.0008356545961002785,0.5,0.5
MN,56347,3,1,2,3,3,1.0,7180,0.00041782729805013927,0.3333333333333333,0.6666666666666666
MN,56352,5,2,3,4,5,0.8,7180,0.0006963788300835655,0.4,0.6
MN,56353,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56358,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56359,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56362,6,2,4,5,6,0.8333333333333334,7180,0.0008356545961002785,0.3333333333333333,0.6666666666666666
MN,56364,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56368,2,0,2,2,2,1.0,7180,0.0002785515320334262,0.0,1.0
MN,56373,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56374,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56377,38,32,6,19,38,0.5,7180,0.0052924791086350976,0.8421052631578947,0.15789473684210525
MN,56378,5,1,4,4,5,0.8,7180,0.0006963788300835655,0.2,0.8
MN,56379,2,1,1,2,2,1.0,7180,0.0002785515320334262,0.5,0.5
MN,56381,9,9,0,6,9,0.6666666666666666,7180,0.0012534818941504179,1.0,0.0
MN,56387,5,3,2,5,5,1.0,7180,0.0006963788300835655,0.6,0.4
MN,56401,50,47,3,24,50,0.48,7180,0.006963788300835654,0.94,0.06
MN,56425,26,19,7,21,26,0.8076923076923077,7180,0.0036211699164345403,0.7307692307692307,0.2692307692307692
MN,56431,6,4,2,6,6,1.0,7180,0.0008356545961002785,0.6666666666666666,0.3333333333333333
MN,56435,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56440,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56441,26,24,2,13,26,0.5,7180,0.0036211699164345403,0.9230769230769231,0.07692307692307693
MN,56442,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56444,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56464,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56468,2,1,1,2,2,1.0,7180,0.0002785515320334262,0.5,0.5
MN,56470,14,11,3,9,14,0.6428571428571429,7180,0.0019498607242339832,0.7857142857142857,0.21428571428571427
MN,56472,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56473,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56474,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56477,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56479,9,8,1,9,9,1.0,7180,0.0012534818941504179,0.8888888888888888,0.1111111111111111
MN,56482,9,5,4,9,9,1.0,7180,0.0012534818941504179,0.5555555555555556,0.4444444444444444
MN,56484,4,2,2,4,4,1.0,7180,0.0005571030640668524,0.5,0.5
MN,56501,12,11,1,11,12,0.9166666666666666,7180,0.001671309192200557,0.9166666666666666,0.08333333333333333
MN,56515,2,1,1,2,2,1.0,7180,0.0002785515320334262,0.5,0.5
MN,56520,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56529,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56531,7,5,2,6,7,0.8571428571428571,7180,0.0009749303621169916,0.7142857142857143,0.2857142857142857
MN,56537,21,13,8,17,21,0.8095238095238095,7180,0.002924791086350975,0.6190476190476191,0.38095238095238093
MN,56540,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56542,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56549,3,2,1,2,3,0.6666666666666666,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56557,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56560,16,11,5,11,16,0.6875,7180,0.0022284122562674096,0.6875,0.3125
MN,56567,4,2,2,2,4,0.5,7180,0.0005571030640668524,0.5,0.5
MN,56569,15,14,1,9,15,0.6,7180,0.0020891364902506965,0.9333333333333333,0.06666666666666667
MN,56571,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56572,3,1,2,3,3,1.0,7180,0.00041782729805013927,0.3333333333333333,0.6666666666666666
MN,56573,4,3,1,4,4,1.0,7180,0.0005571030640668524,0.75,0.25
MN,56584,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56601,41,32,9,23,41,0.5609756097560976,7180,0.005710306406685237,0.7804878048780488,0.21951219512195122
MN,56623,3,2,1,3,3,1.0,7180,0.00041782729805013927,0.6666666666666666,0.3333333333333333
MN,56628,3,1,2,3,3,1.0,7180,0.00041782729805013927,0.3333333333333333,0.6666666666666666
MN,56630,2,0,2,2,2,1.0,7180,0.0002785515320334262,0.0,1.0
MN,56631,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56633,4,3,1,4,4,1.0,7180,0.0005571030640668524,0.75,0.25
MN,56636,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56649,5,1,4,5,5,1.0,7180,0.0006963788300835655,0.2,0.8
MN,56653,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56655,3,3,0,2,3,0.6666666666666666,7180,0.00041782729805013927,1.0,0.0
MN,56661,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56671,2,2,0,2,2,1.0,7180,0.0002785515320334262,1.0,0.0
MN,56701,12,10,2,10,12,0.8333333333333334,7180,0.001671309192200557,0.8333333333333334,0.16666666666666666
MN,56716,5,4,1,5,5,1.0,7180,0.0006963788300835655,0.8,0.2
MN,56721,4,3,1,4,4,1.0,7180,0.0005571030640668524,0.75,0.25
MN,56728,1,0,1,1,1,1.0,7180,0.0001392757660167131,0.0,1.0
MN,56751,1,1,0,1,1,1.0,7180,0.0001392757660167131,1.0,0.0
MN,56762,5,3,2,5,5,1.0,7180,0.0006963788300835655,0.6,0.4
MN,56763,4,1,3,4,4,1.0,7180,0.0005571030640668524,0.25,0.75
MO,35203,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63005,27,23,4,16,27,0.5925925925925926,5667,0.004764425622022234,0.8518518518518519,0.14814814814814814
MO,63010,9,8,1,8,9,0.8888888888888888,5667,0.0015881418740074113,0.8888888888888888,0.1111111111111111
MO,63011,25,22,3,15,25,0.6,5667,0.0044115052055761425,0.88,0.12
MO,63016,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63017,104,90,14,52,104,0.5,5667,0.01835186165519675,0.8653846153846154,0.1346153846153846
MO,63019,5,4,1,3,5,0.6,5667,0.0008823010411152286,0.8,0.2
MO,63020,5,2,3,5,5,1.0,5667,0.0008823010411152286,0.4,0.6
MO,63021,9,5,4,8,9,0.8888888888888888,5667,0.0015881418740074113,0.5555555555555556,0.4444444444444444
MO,63025,10,5,5,5,10,0.5,5667,0.0017646020822304571,0.5,0.5
MO,63026,23,17,6,16,23,0.6956521739130435,5667,0.004058584789130051,0.7391304347826086,0.2608695652173913
MO,63028,43,34,9,30,43,0.6976744186046512,5667,0.0075877889535909656,0.7906976744186046,0.20930232558139536
MO,63031,22,17,5,15,22,0.6818181818181818,5667,0.0038821245809070055,0.7727272727272727,0.22727272727272727
MO,63033,6,4,2,6,6,1.0,5667,0.0010587612493382743,0.6666666666666666,0.3333333333333333
MO,63034,3,2,1,3,3,1.0,5667,0.0005293806246691371,0.6666666666666666,0.3333333333333333
MO,63037,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63040,4,4,0,3,4,0.75,5667,0.0007058408328921829,1.0,0.0
MO,63042,15,11,4,12,15,0.8,5667,0.0026469031233456856,0.7333333333333333,0.26666666666666666
MO,63043,11,6,5,9,11,0.8181818181818182,5667,0.0019410622904535027,0.5454545454545454,0.45454545454545453
MO,63044,53,48,5,33,53,0.6226415094339622,5667,0.009352391035821422,0.9056603773584906,0.09433962264150944
MO,63045,4,1,3,3,4,0.75,5667,0.0007058408328921829,0.25,0.75
MO,63048,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63049,3,2,1,3,3,1.0,5667,0.0005293806246691371,0.6666666666666666,0.3333333333333333
MO,63050,4,3,1,3,4,0.75,5667,0.0007058408328921829,0.75,0.25
MO,63051,4,4,0,4,4,1.0,5667,0.0007058408328921829,1.0,0.0
MO,63069,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63074,3,2,1,3,3,1.0,5667,0.0005293806246691371,0.6666666666666666,0.3333333333333333
MO,63077,3,2,1,2,3,0.6666666666666666,5667,0.0005293806246691371,0.6666666666666666,0.3333333333333333
MO,63080,11,6,5,9,11,0.8181818181818182,5667,0.0019410622904535027,0.5454545454545454,0.45454545454545453
MO,63084,14,12,2,12,14,0.8571428571428571,5667,0.0024704429151226398,0.8571428571428571,0.14285714285714285
MO,63088,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63090,37,31,6,24,37,0.6486486486486487,5667,0.006529027704252691,0.8378378378378378,0.16216216216216217
MO,63103,6,4,2,5,6,0.8333333333333334,5667,0.0010587612493382743,0.6666666666666666,0.3333333333333333
MO,63104,25,25,0,14,25,0.56,5667,0.0044115052055761425,1.0,0.0
MO,63105,23,19,4,15,23,0.6521739130434783,5667,0.004058584789130051,0.8260869565217391,0.17391304347826086
MO,63106,67,67,0,30,67,0.44776119402985076,5667,0.011822833950944063,1.0,0.0
MO,63108,30,26,4,25,30,0.8333333333333334,5667,0.005293806246691371,0.8666666666666667,0.13333333333333333
MO,63109,25,21,4,21,25,0.84,5667,0.0044115052055761425,0.84,0.16
MO,63110,168,158,10,74,168,0.44047619047619047,5667,0.029645314981471677,0.9404761904761905,0.05952380952380952
MO,63111,13,10,3,9,13,0.6923076923076923,5667,0.002293982706899594,0.7692307692307693,0.23076923076923078
MO,63112,35,32,3,16,35,0.45714285714285713,5667,0.0061761072878066,0.9142857142857143,0.08571428571428572
MO,63113,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63114,8,5,3,5,8,0.625,5667,0.0014116816657843657,0.625,0.375
MO,63115,3,3,0,2,3,0.6666666666666666,5667,0.0005293806246691371,1.0,0.0
MO,63116,6,4,2,6,6,1.0,5667,0.0010587612493382743,0.6666666666666666,0.3333333333333333
MO,63117,72,68,4,35,72,0.4861111111111111,5667,0.01270513499205929,0.9444444444444444,0.05555555555555555
MO,63118,11,5,6,8,11,0.7272727272727273,5667,0.0019410622904535027,0.45454545454545453,0.5454545454545454
MO,63119,28,19,9,25,28,0.8928571428571429,5667,0.0049408858302452795,0.6785714285714286,0.32142857142857145
MO,63120,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63121,9,7,2,5,9,0.5555555555555556,5667,0.0015881418740074113,0.7777777777777778,0.2222222222222222
MO,63122,61,54,7,33,61,0.5409836065573771,5667,0.010764072701605789,0.8852459016393442,0.11475409836065574
MO,63123,13,8,5,8,13,0.6153846153846154,5667,0.002293982706899594,0.6153846153846154,0.38461538461538464
MO,63124,19,15,4,14,19,0.7368421052631579,5667,0.0033527439562378684,0.7894736842105263,0.21052631578947367
MO,63125,50,46,4,25,50,0.5,5667,0.008823010411152285,0.92,0.08
MO,63126,24,22,2,12,24,0.5,5667,0.004235044997353097,0.9166666666666666,0.08333333333333333
MO,63127,16,11,5,16,16,1.0,5667,0.0028233633315687314,0.6875,0.3125
MO,63128,140,129,11,53,140,0.37857142857142856,5667,0.0247044291512264,0.9214285714285714,0.07857142857142857
MO,63129,18,16,2,15,18,0.8333333333333334,5667,0.0031762837480148226,0.8888888888888888,0.1111111111111111
MO,63130,6,4,2,6,6,1.0,5667,0.0010587612493382743,0.6666666666666666,0.3333333333333333
MO,63131,95,87,8,39,95,0.4105263157894737,5667,0.016763719781189342,0.9157894736842105,0.08421052631578947
MO,63132,12,7,5,10,12,0.8333333333333334,5667,0.0021175224986765486,0.5833333333333334,0.4166666666666667
MO,63134,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63135,7,5,2,6,7,0.8571428571428571,5667,0.0012352214575613199,0.7142857142857143,0.2857142857142857
MO,63136,32,25,7,24,32,0.75,5667,0.005646726663137463,0.78125,0.21875
MO,63138,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63139,8,5,3,5,8,0.625,5667,0.0014116816657843657,0.625,0.375
MO,63141,259,234,25,83,259,0.3204633204633205,5667,0.045703193929768834,0.9034749034749034,0.09652509652509653
MO,63143,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,63144,18,17,1,7,18,0.3888888888888889,5667,0.0031762837480148226,0.9444444444444444,0.05555555555555555
MO,63146,9,5,4,9,9,1.0,5667,0.0015881418740074113,0.5555555555555556,0.4444444444444444
MO,63195,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,63301,48,41,7,24,48,0.5,5667,0.008470089994706194,0.8541666666666666,0.14583333333333334
MO,63303,26,23,3,11,26,0.4230769230769231,5667,0.004587965413799188,0.8846153846153846,0.11538461538461539
MO,63304,19,15,4,14,19,0.7368421052631579,5667,0.0033527439562378684,0.7894736842105263,0.21052631578947367
MO,63334,10,3,7,8,10,0.8,5667,0.0017646020822304571,0.3,0.7
MO,63343,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63353,11,5,6,9,11,0.8181818181818182,5667,0.0019410622904535027,0.45454545454545453,0.5454545454545454
MO,63357,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63361,4,3,1,4,4,1.0,5667,0.0007058408328921829,0.75,0.25
MO,63366,15,14,1,8,15,0.5333333333333333,5667,0.0026469031233456856,0.9333333333333333,0.06666666666666667
MO,63367,21,18,3,14,21,0.6666666666666666,5667,0.0037056643726839597,0.8571428571428571,0.14285714285714285
MO,63368,31,28,3,20,31,0.6451612903225806,5667,0.005470266454914417,0.9032258064516129,0.0967741935483871
MO,63376,59,49,10,39,59,0.6610169491525424,5667,0.010411152285159696,0.8305084745762712,0.1694915254237288
MO,63379,17,15,2,14,17,0.8235294117647058,5667,0.002999823539791777,0.8823529411764706,0.11764705882352941
MO,63382,3,1,2,3,3,1.0,5667,0.0005293806246691371,0.3333333333333333,0.6666666666666666
MO,63383,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,63385,23,18,5,19,23,0.8260869565217391,5667,0.004058584789130051,0.782608695652174,0.21739130434782608
MO,63389,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63390,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,63401,61,51,10,32,61,0.5245901639344263,5667,0.010764072701605789,0.8360655737704918,0.16393442622950818
MO,63437,3,1,2,3,3,1.0,5667,0.0005293806246691371,0.3333333333333333,0.6666666666666666
MO,63445,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63452,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63456,3,0,3,3,3,1.0,5667,0.0005293806246691371,0.0,1.0
MO,63461,4,2,2,3,4,0.75,5667,0.0007058408328921829,0.5,0.5
MO,63462,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63468,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63469,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63501,40,35,5,24,40,0.6,5667,0.0070584083289218285,0.875,0.125
MO,63532,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63537,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63548,2,0,2,2,2,1.0,5667,0.0003529204164460914,0.0,1.0
MO,63552,6,6,0,5,6,0.8333333333333334,5667,0.0010587612493382743,1.0,0.0
MO,63555,5,4,1,4,5,0.8,5667,0.0008823010411152286,0.8,0.2
MO,63556,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63565,4,1,3,4,4,1.0,5667,0.0007058408328921829,0.25,0.75
MO,63601,8,5,3,7,8,0.875,5667,0.0014116816657843657,0.625,0.375
MO,63623,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63625,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63628,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,63633,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63638,4,1,3,4,4,1.0,5667,0.0007058408328921829,0.25,0.75
MO,63640,41,24,17,33,41,0.8048780487804879,5667,0.007234868537144874,0.5853658536585366,0.4146341463414634
MO,63645,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63650,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63663,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63664,9,5,4,8,9,0.8888888888888888,5667,0.0015881418740074113,0.5555555555555556,0.4444444444444444
MO,63670,6,5,1,5,6,0.8333333333333334,5667,0.0010587612493382743,0.8333333333333334,0.16666666666666666
MO,63701,35,30,5,24,35,0.6857142857142857,5667,0.0061761072878066,0.8571428571428571,0.14285714285714285
MO,63703,96,76,20,46,96,0.4791666666666667,5667,0.01694017998941239,0.7916666666666666,0.20833333333333334
MO,63736,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63740,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63755,9,7,2,7,9,0.7777777777777778,5667,0.0015881418740074113,0.7777777777777778,0.2222222222222222
MO,63764,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63775,8,6,2,7,8,0.875,5667,0.0014116816657843657,0.75,0.25
MO,63780,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63801,19,15,4,15,19,0.7894736842105263,5667,0.0033527439562378684,0.7894736842105263,0.21052631578947367
MO,63822,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63825,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63830,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63834,4,2,2,4,4,1.0,5667,0.0007058408328921829,0.5,0.5
MO,63841,7,3,4,7,7,1.0,5667,0.0012352214575613199,0.42857142857142855,0.5714285714285714
MO,63845,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63846,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63851,5,2,3,5,5,1.0,5667,0.0008823010411152286,0.4,0.6
MO,63857,12,6,6,11,12,0.9166666666666666,5667,0.0021175224986765486,0.5,0.5
MO,63863,4,0,4,4,4,1.0,5667,0.0007058408328921829,0.0,1.0
MO,63867,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63873,3,1,2,2,3,0.6666666666666666,5667,0.0005293806246691371,0.3333333333333333,0.6666666666666666
MO,63876,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63877,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,63901,91,64,27,42,91,0.46153846153846156,5667,0.01605787894829716,0.7032967032967034,0.2967032967032967
MO,63902,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63933,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,63935,10,6,4,9,10,0.9,5667,0.0017646020822304571,0.6,0.4
MO,63957,8,3,5,7,8,0.875,5667,0.0014116816657843657,0.375,0.625
MO,63960,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,63965,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64012,14,13,1,10,14,0.7142857142857143,5667,0.0024704429151226398,0.9285714285714286,0.07142857142857142
MO,64014,33,24,9,20,33,0.6060606060606061,5667,0.005823186871360508,0.7272727272727273,0.2727272727272727
MO,64015,15,12,3,14,15,0.9333333333333333,5667,0.0026469031233456856,0.8,0.2
MO,64016,1,0,1,1,1,1.0,5667,0.0001764602082230457,0.0,1.0
MO,64019,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64020,3,2,1,2,3,0.6666666666666666,5667,0.0005293806246691371,0.6666666666666666,0.3333333333333333
MO,64024,10,8,2,9,10,0.9,5667,0.0017646020822304571,0.8,0.2
MO,64029,4,3,1,3,4,0.75,5667,0.0007058408328921829,0.75,0.25
MO,64030,7,6,1,6,7,0.8571428571428571,5667,0.0012352214575613199,0.8571428571428571,0.14285714285714285
MO,64034,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64037,7,4,3,6,7,0.8571428571428571,5667,0.0012352214575613199,0.5714285714285714,0.42857142857142855
MO,64050,5,3,2,4,5,0.8,5667,0.0008823010411152286,0.6,0.4
MO,64052,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64054,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64055,53,43,10,28,53,0.5283018867924528,5667,0.009352391035821422,0.8113207547169812,0.18867924528301888
MO,64056,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64057,36,31,5,24,36,0.6666666666666666,5667,0.006352567496029645,0.8611111111111112,0.1388888888888889
MO,64060,6,5,1,6,6,1.0,5667,0.0010587612493382743,0.8333333333333334,0.16666666666666666
MO,64063,12,8,4,9,12,0.75,5667,0.0021175224986765486,0.6666666666666666,0.3333333333333333
MO,64064,28,23,5,23,28,0.8214285714285714,5667,0.0049408858302452795,0.8214285714285714,0.17857142857142858
MO,64067,11,8,3,10,11,0.9090909090909091,5667,0.0019410622904535027,0.7272727272727273,0.2727272727272727
MO,64068,66,54,12,30,66,0.45454545454545453,5667,0.011646373742721016,0.8181818181818182,0.18181818181818182
MO,64075,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64076,4,3,1,3,4,0.75,5667,0.0007058408328921829,0.75,0.25
MO,64078,3,1,2,3,3,1.0,5667,0.0005293806246691371,0.3333333333333333,0.6666666666666666
MO,64079,10,7,3,4,10,0.4,5667,0.0017646020822304571,0.7,0.3
MO,64080,2,1,1,2,2,1.0,5667,0.0003529204164460914,0.5,0.5
MO,64081,7,5,2,5,7,0.7142857142857143,5667,0.0012352214575613199,0.7142857142857143,0.2857142857142857
MO,64082,3,3,0,2,3,0.6666666666666666,5667,0.0005293806246691371,1.0,0.0
MO,64083,14,13,1,12,14,0.8571428571428571,5667,0.0024704429151226398,0.9285714285714286,0.07142857142857142
MO,64085,6,5,1,6,6,1.0,5667,0.0010587612493382743,0.8333333333333334,0.16666666666666666
MO,64086,46,37,9,33,46,0.717391304347826,5667,0.008117169578260102,0.8043478260869565,0.1956521739130435
MO,64089,6,5,1,5,6,0.8333333333333334,5667,0.0010587612493382743,0.8333333333333334,0.16666666666666666
MO,64093,27,21,6,19,27,0.7037037037037037,5667,0.004764425622022234,0.7777777777777778,0.2222222222222222
MO,64096,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64105,2,2,0,2,2,1.0,5667,0.0003529204164460914,1.0,0.0
MO,64106,3,3,0,3,3,1.0,5667,0.0005293806246691371,1.0,0.0
MO,64108,193,187,6,77,193,0.39896373056994816,5667,0.03405682018704782,0.9689119170984456,0.031088082901554404
MO,64109,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64110,4,3,1,4,4,1.0,5667,0.0007058408328921829,0.75,0.25
MO,64111,133,121,12,62,133,0.46616541353383456,5667,0.02346920769366508,0.9097744360902256,0.09022556390977443
MO,64112,18,17,1,9,18,0.5,5667,0.0031762837480148226,0.9444444444444444,0.05555555555555555
MO,64113,4,4,0,2,4,0.5,5667,0.0007058408328921829,1.0,0.0
MO,64114,64,52,12,39,64,0.609375,5667,0.011293453326274926,0.8125,0.1875
MO,64116,52,42,10,33,52,0.6346153846153846,5667,0.009175930827598376,0.8076923076923077,0.19230769230769232
MO,64117,1,1,0,1,1,1.0,5667,0.0001764602082230457,1.0,0.0
MO,64118,37,31,6,19,37,0.5135135135135135,5667,0.006529027704252691,0.8378378378378378,0.16216216216216217
MO,64119,15,13,2,11,15,0.7333333333333333,5667,0.0026469031233456856,0.8666666666666667,0.13333333333333333
MO,64124,5,5,0,4,5,0.8,5667,0.0008823010411152286,1.0,0.0
