STATE_CLEAN,ZIP_CLEAN,provider_count,individual_provider_count,organization_provider_count,unique_specialty_count,providers_with_specialty,specialty_diversity_ratio,state_provider_count,zip_provider_share_of_state,individual_provider_ratio,organization_provider_ratio,population,providers_per_10000,individual_providers_per_10000,organization_providers_per_10000
WA,98802,10,10,0,9,10,0.9,5981,0.0016719612104999,1.0,0.0,32170.0,3.108486167236556,3.108486167236556,0.0
WA,98807,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,,,,
WA,98812,11,9,2,10,11,0.9090909090909092,5981,0.0018391573315499,0.8181818181818182,0.1818181818181818,5188.0,21.20277563608327,17.347725520431766,3.8550501156515034
WA,98816,4,0,4,4,4,1.0,5981,0.0006687844841999,0.0,1.0,7677.0,5.210368633580826,0.0,5.210368633580826
WA,98823,4,1,3,4,4,1.0,5981,0.0006687844841999,0.25,0.75,12661.0,3.1593081115235764,0.7898270278808941,2.369481083642682
WA,98826,9,7,2,5,9,0.5555555555555556,5981,0.0015047650894499,0.7777777777777778,0.2222222222222222,7817.0,11.51336829985928,8.954842011001663,2.5585262888576183
WA,98837,32,25,7,21,32,0.65625,5981,0.0053502758735997,0.78125,0.21875,47399.0,6.751197282643094,5.274372877064917,1.4768244055781767
WA,98841,13,10,3,11,13,0.8461538461538461,5981,0.0021735495736498,0.7692307692307693,0.2307692307692307,9376.0,13.865187713310581,10.665529010238908,3.1996587030716723
WA,98844,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,4814.0,2.077274615704196,0.0,2.077274615704196
WA,98848,3,3,0,2,3,0.6666666666666666,5981,0.0005015883631499,1.0,0.0,13014.0,2.305209774089442,2.305209774089442,0.0
WA,98855,3,3,0,3,3,1.0,5981,0.0005015883631499,1.0,0.0,5615.0,5.342831700801424,5.342831700801424,0.0
WA,98856,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,2654.0,3.7678975131876413,0.0,3.7678975131876413
WA,98862,2,2,0,2,2,1.0,5981,0.0003343922420999,1.0,0.0,3089.0,6.474587245063128,6.474587245063128,0.0
WA,98901,11,10,1,6,11,0.5454545454545454,5981,0.0018391573315499,0.9090909090909092,0.0909090909090909,32080.0,3.4289276807980054,3.117206982543641,0.31172069825436405
WA,98902,73,57,16,46,73,0.6301369863013698,5981,0.0122053168366493,0.7808219178082192,0.2191780821917808,45377.0,16.087445181479605,12.5614297992375,3.526015382242105
WA,98903,13,13,0,3,13,0.2307692307692307,5981,0.0021735495736498,1.0,0.0,19010.0,6.838506049447659,6.838506049447659,0.0
WA,98908,20,16,4,14,20,0.7,5981,0.0033439224209998,0.8,0.2,37921.0,5.274122517866091,4.219298014292872,1.054824503573218
WA,98922,2,2,0,2,2,1.0,5981,0.0003343922420999,1.0,0.0,7915.0,2.5268477574226154,2.5268477574226154,0.0
WA,98926,15,12,3,13,15,0.8666666666666667,5981,0.0025079418157498,0.8,0.2,31883.0,4.704701565097388,3.7637612520779102,0.9409403130194776
WA,98930,7,5,2,5,7,0.7142857142857143,5981,0.0011703728473499,0.7142857142857143,0.2857142857142857,15071.0,4.644681839294009,3.317629885210006,1.3270519540840022
WA,98932,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,5742.0,1.741553465691397,1.741553465691397,0.0
WA,98942,6,6,0,5,6,0.8333333333333334,5981,0.0010031767262999,1.0,0.0,18564.0,3.2320620555914674,3.2320620555914674,0.0
WA,98944,15,10,5,11,15,0.7333333333333333,5981,0.0025079418157498,0.6666666666666666,0.3333333333333333,24048.0,6.2375249500998,4.1583499667332005,2.0791749833666002
WA,98948,6,5,1,5,6,0.8333333333333334,5981,0.0010031767262999,0.8333333333333334,0.1666666666666666,12960.0,4.62962962962963,3.8580246913580245,0.7716049382716049
WA,98951,2,1,1,2,2,1.0,5981,0.0003343922420999,0.5,0.5,12935.0,1.5461925009663702,0.7730962504831851,0.7730962504831851
WA,98953,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,6815.0,1.467351430667645,1.467351430667645,0.0
WA,99003,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,4634.0,2.1579628830384117,2.1579628830384117,0.0
WA,99004,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,22448.0,0.4454739843193158,0.0,0.4454739843193158
WA,99006,7,7,0,6,7,0.8571428571428571,5981,0.0011703728473499,1.0,0.0,14666.0,4.772944224737488,4.772944224737488,0.0
WA,99011,2,2,0,2,2,1.0,5981,0.0003343922420999,1.0,0.0,3016.0,6.63129973474801,6.63129973474801,0.0
WA,99012,2,0,2,2,2,1.0,5981,0.0003343922420999,0.0,1.0,1125.0,17.77777777777778,0.0,17.77777777777778
WA,99016,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,20260.0,0.4935834155972359,0.0,0.4935834155972359
WA,99019,4,3,1,4,4,1.0,5981,0.0006687844841999,0.75,0.25,12092.0,3.307972213033411,2.4809791597750577,0.8269930532583527
WA,99021,2,1,1,1,2,0.5,5981,0.0003343922420999,0.5,0.5,9226.0,2.167786689789725,1.0838933448948624,1.0838933448948624
WA,99022,26,26,0,8,26,0.3076923076923077,5981,0.0043470991472997,1.0,0.0,9398.0,27.66546073632688,27.66546073632688,0.0
WA,99026,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,9206.0,1.0862480990658265,0.0,1.0862480990658265
WA,99029,2,1,1,2,2,1.0,5981,0.0003343922420999,0.5,0.5,1775.0,11.267605633802818,5.633802816901409,5.633802816901409
WA,99033,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,826.0,12.106537530266344,0.0,12.106537530266344
WA,99037,6,5,1,5,6,0.8333333333333334,5981,0.0010031767262999,0.8333333333333334,0.1666666666666666,16761.0,3.579738679076428,2.9831155658970228,0.5966231131794045
WA,99040,3,3,0,3,3,1.0,5981,0.0005015883631499,1.0,0.0,535.0,56.074766355140184,56.074766355140184,0.0
WA,99109,6,2,4,6,6,1.0,5981,0.0010031767262999,0.3333333333333333,0.6666666666666666,5075.0,11.822660098522167,3.9408866995073892,7.8817733990147785
WA,99111,10,9,1,5,10,0.5,5981,0.0016719612104999,0.9,0.1,4049.0,24.697456162015314,22.227710545813782,2.469745616201531
WA,99114,9,4,5,9,9,1.0,5981,0.0015047650894499,0.4444444444444444,0.5555555555555556,12939.0,6.9557152793878965,3.0914290130612874,3.864286266326609
WA,99119,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,1465.0,6.825938566552901,0.0,6.825938566552901
WA,99122,6,4,2,5,6,0.8333333333333334,5981,0.0010031767262999,0.6666666666666666,0.3333333333333333,4044.0,14.836795252225519,9.891196834817013,4.945598417408506
WA,99133,4,2,2,3,4,0.75,5981,0.0006687844841999,0.5,0.5,1341.0,29.828486204325127,14.914243102162564,14.914243102162564
WA,99139,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,980.0,10.204081632653063,0.0,10.204081632653063
WA,99155,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,996.0,10.04016064257028,0.0,10.04016064257028
WA,99156,4,4,0,4,4,1.0,5981,0.0006687844841999,1.0,0.0,9323.0,4.290464442775931,4.290464442775931,0.0
WA,99159,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,1177.0,8.496176720475786,8.496176720475786,0.0
WA,99160,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,69.0,144.92753623188406,0.0,144.92753623188406
WA,99161,3,1,2,3,3,1.0,5981,0.0005015883631499,0.3333333333333333,0.6666666666666666,1478.0,20.29769959404601,6.765899864682003,13.531799729364007
WA,99163,33,32,1,20,33,0.6060606060606061,5981,0.0055174719946497,0.9696969696969696,0.0303030303030303,33692.0,9.794609996438323,9.49780363290989,0.29680636352843404
WA,99166,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,2879.0,3.4734282737061477,3.4734282737061477,0.0
WA,99170,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,1015.0,9.852216748768472,0.0,9.852216748768472
WA,99173,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,1773.0,5.640157924421884,0.0,5.640157924421884
WA,99181,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,2004.0,4.99001996007984,0.0,4.99001996007984
WA,99185,2,1,1,2,2,1.0,5981,0.0003343922420999,0.5,0.5,1518.0,13.175230566534914,6.587615283267457,6.587615283267457
WA,99201,39,35,4,24,39,0.6153846153846154,5981,0.0065206487209496,0.8974358974358975,0.1025641025641025,14432.0,27.02328159645233,24.251662971175165,2.7716186252771617
WA,99202,126,115,11,57,126,0.4523809523809524,5981,0.0210667112522989,0.9126984126984128,0.0873015873015873,19956.0,63.13890559230307,57.62677891360995,5.512126678693125
WA,99203,18,16,2,10,18,0.5555555555555556,5981,0.0030095301788998,0.8888888888888888,0.1111111111111111,21921.0,8.211304228821678,7.298937092285936,0.912367136535742
WA,99204,140,130,10,53,140,0.3785714285714285,5981,0.0234074569469988,0.9285714285714286,0.0714285714285714,7519.0,186.19497273573614,172.8953318260407,13.299640909695439
WA,99205,54,49,5,26,54,0.4814814814814814,5981,0.0090285905366995,0.9074074074074074,0.0925925925925925,43340.0,12.459621596677435,11.305952930318412,1.1536686663590217
WA,99206,21,18,3,14,21,0.6666666666666666,5981,0.0035111185420498,0.8571428571428571,0.1428571428571428,41442.0,5.067323005646445,4.343419719125524,0.7239032865209207
WA,99207,27,23,4,16,27,0.5925925925925926,5981,0.0045142952683497,0.8518518518518519,0.1481481481481481,34766.0,7.766208364494046,6.615658977161595,1.1505493873324513
WA,99208,38,36,2,25,38,0.6578947368421053,5981,0.0063534525998996,0.9473684210526316,0.0526315789473684,58834.0,6.4588503246422135,6.118910833871571,0.33993949077064284
WA,99212,6,6,0,5,6,0.8333333333333334,5981,0.0010031767262999,1.0,0.0,21549.0,2.7843519420854794,2.7843519420854794,0.0
WA,99216,69,63,6,29,69,0.4202898550724637,5981,0.0115365323524494,0.9130434782608696,0.0869565217391304,28056.0,24.593669803250645,22.45508982035928,2.13857998289136
WA,99218,35,30,5,19,35,0.5428571428571428,5981,0.0058518642367497,0.8571428571428571,0.1428571428571428,16920.0,20.685579196217493,17.73049645390071,2.955082742316785
WA,99220,1,1,0,1,1,1.0,5981,0.0001671961210499,1.0,0.0,,,,
WA,99223,11,11,0,6,11,0.5454545454545454,5981,0.0018391573315499,1.0,0.0,35848.0,3.0685114929703188,3.0685114929703188,0.0
WA,99224,2,2,0,2,2,1.0,5981,0.0003343922420999,1.0,0.0,23599.0,0.8474935378617738,0.8474935378617738,0.0
WA,99258,2,2,0,2,2,1.0,5981,0.0003343922420999,1.0,0.0,473.0,42.28329809725159,42.28329809725159,0.0
WA,99301,10,9,1,7,10,0.7,5981,0.0016719612104999,0.9,0.1,86467.0,1.15651057628922,1.0408595186602982,0.11565105762892201
WA,99323,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,4198.0,2.3820867079561694,0.0,2.3820867079561694
WA,99324,5,3,2,5,5,1.0,5981,0.0008359806052499,0.6,0.4,10171.0,4.9159374692753905,2.9495624815652346,1.9663749877101564
WA,99326,3,3,0,3,3,1.0,5981,0.0005015883631499,1.0,0.0,5875.0,5.106382978723404,5.106382978723404,0.0
WA,99328,11,8,3,9,11,0.8181818181818182,5981,0.0018391573315499,0.7272727272727273,0.2727272727272727,3595.0,30.5980528511822,22.253129346314328,8.344923504867872
WA,99336,57,44,13,31,57,0.543859649122807,5981,0.0095301788998495,0.7719298245614035,0.2280701754385964,51180.0,11.137162954279017,8.597108245408362,2.5400547088706524
WA,99337,6,6,0,3,6,0.5,5981,0.0010031767262999,1.0,0.0,33080.0,1.8137847642079807,1.8137847642079807,0.0
WA,99338,3,3,0,3,3,1.0,5981,0.0005015883631499,1.0,0.0,19235.0,1.5596568754873927,1.5596568754873927,0.0
WA,99344,4,2,2,4,4,1.0,5981,0.0006687844841999,0.5,0.5,19458.0,2.0557097337855894,1.0278548668927947,1.0278548668927947
WA,99347,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,2467.0,4.053506282934738,0.0,4.053506282934738
WA,99350,7,5,2,5,7,0.7142857142857143,5981,0.0011703728473499,0.7142857142857143,0.2857142857142857,14278.0,4.902647429611991,3.5018910211514216,1.4007564084605686
WA,99352,49,44,5,26,49,0.5306122448979592,5981,0.0081926099314495,0.8979591836734694,0.1020408163265306,36641.0,13.372997461859665,12.008405884118883,1.3645915777407822
WA,99353,3,3,0,2,3,0.6666666666666666,5981,0.0005015883631499,1.0,0.0,18702.0,1.6041065126724414,1.6041065126724414,0.0
WA,99354,3,2,1,3,3,1.0,5981,0.0005015883631499,0.6666666666666666,0.3333333333333333,25577.0,1.1729288032216445,0.7819525354810962,0.3909762677405481
WA,99360,2,2,0,1,2,0.5,5981,0.0003343922420999,1.0,0.0,1299.0,15.39645881447267,15.39645881447267,0.0
WA,99361,1,0,1,1,1,1.0,5981,0.0001671961210499,0.0,1.0,1800.0,5.555555555555555,0.0,5.555555555555555
WA,99362,76,65,11,39,76,0.5131578947368421,5981,0.0127069051997993,0.8552631578947368,0.1447368421052631,42794.0,17.75949899518624,15.18904519325139,2.5704538019348506
WA,99403,11,9,2,10,11,0.9090909090909092,5981,0.0018391573315499,0.8181818181818182,0.1818181818181818,20483.0,5.370307083923254,4.393887614119026,0.9764194698042279
WEST INDIES,00152,1,0,1,1,1,1.0,1,1.0,0.0,1.0,,,,
WI,53005,47,42,5,33,47,0.7021276595744681,5595,0.0084003574620196,0.8936170212765957,0.1063829787234042,22125.0,21.242937853107346,18.983050847457626,2.2598870056497176
WI,53007,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,2003.0,4.992511233150275,4.992511233150275,0.0
WI,53010,3,2,1,3,3,1.0,5595,0.0005361930294906,0.6666666666666666,0.3333333333333333,7482.0,4.0096230954290295,2.6730820636193533,1.3365410318096766
WI,53012,10,7,3,9,10,0.9,5595,0.001787310098302,0.7,0.3,18870.0,5.299417064122947,3.7095919448860624,1.589825119236884
WI,53014,6,4,2,6,6,1.0,5595,0.0010723860589812,0.6666666666666666,0.3333333333333333,7816.0,7.676560900716479,5.117707267144319,2.5588536335721597
WI,53017,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,5284.0,1.8925056775170326,1.8925056775170326,0.0
WI,53018,6,5,1,4,6,0.6666666666666666,5595,0.0010723860589812,0.8333333333333334,0.1666666666666666,7884.0,7.610350076103501,6.341958396752917,1.2683916793505834
WI,53021,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,4421.0,4.523863379325944,4.523863379325944,0.0
WI,53022,6,5,1,6,6,1.0,5595,0.0010723860589812,0.8333333333333334,0.1666666666666666,19883.0,3.0176532716390887,2.5147110596992404,0.5029422119398481
WI,53024,12,12,0,10,12,0.8333333333333334,5595,0.0021447721179624,1.0,0.0,19040.0,6.302521008403362,6.302521008403362,0.0
WI,53027,13,11,2,12,13,0.9230769230769232,5595,0.0023235031277926,0.8461538461538461,0.1538461538461538,23201.0,5.6032067583293825,4.741174949355631,0.8620318089737511
WI,53029,3,1,2,3,3,1.0,5595,0.0005361930294906,0.3333333333333333,0.6666666666666666,21420.0,1.4005602240896358,0.46685340802987857,0.9337068160597571
WI,53032,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,4942.0,4.046944556859571,2.0234722784297854,2.0234722784297854
WI,53037,5,5,0,5,5,1.0,5595,0.000893655049151,1.0,0.0,10024.0,4.988028731045491,4.988028731045491,0.0
WI,53038,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,4319.0,4.63070155128502,2.31535077564251,2.31535077564251
WI,53039,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,4728.0,4.230118443316413,4.230118443316413,0.0
WI,53040,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,8223.0,1.2161011796181442,1.2161011796181442,0.0
WI,53042,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,6681.0,2.99356383774884,2.99356383774884,0.0
WI,53044,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,2269.0,8.814455707360072,8.814455707360072,0.0
WI,53045,31,27,4,22,31,0.7096774193548387,5595,0.0055406613047363,0.8709677419354839,0.1290322580645161,23072.0,13.43619972260749,11.702496532593619,1.7337031900138697
WI,53048,1,0,1,1,1,1.0,5595,0.0001787310098302,0.0,1.0,3484.0,2.8702640642939152,0.0,2.8702640642939152
WI,53050,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,7147.0,2.798376941374003,2.798376941374003,0.0
WI,53051,64,61,3,27,64,0.421875,5595,0.0114387846291331,0.953125,0.046875,39000.0,16.41025641025641,15.64102564102564,0.7692307692307693
WI,53052,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,,,,
WI,53056,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,,,,
WI,53057,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,1905.0,10.498687664041995,5.2493438320209975,5.2493438320209975
WI,53058,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,3310.0,3.0211480362537766,3.0211480362537766,0.0
WI,53061,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,4958.0,2.016942315449778,2.016942315449778,0.0
WI,53066,41,37,4,24,41,0.5853658536585366,5595,0.0073279714030384,0.902439024390244,0.0975609756097561,37056.0,11.06433506044905,9.98488773747841,1.079447322970639
WI,53070,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,5009.0,3.9928129367139147,3.9928129367139147,0.0
WI,53072,17,15,2,8,17,0.4705882352941176,5595,0.0030384271671134,0.8823529411764706,0.1176470588235294,26652.0,6.378508179498724,5.628095452498874,0.75041272699985
WI,53073,9,8,1,5,9,0.5555555555555556,5595,0.0016085790884718,0.8888888888888888,0.1111111111111111,16174.0,5.564486212439718,4.9462099666130825,0.6182762458266353
WI,53074,7,6,1,6,7,0.8571428571428571,5595,0.0012511170688114,0.8571428571428571,0.1428571428571428,13589.0,5.151225255721539,4.415335933475605,0.7358893222459342
WI,53081,62,49,13,41,62,0.6612903225806451,5595,0.0110813226094727,0.7903225806451613,0.2096774193548387,43146.0,14.369814119501228,11.356788578315486,3.0130255411857414
WI,53083,3,2,1,3,3,1.0,5595,0.0005361930294906,0.6666666666666666,0.3333333333333333,21745.0,1.3796275005748448,0.9197516670498965,0.45987583352494826
WI,53085,4,4,0,3,4,0.75,5595,0.0007149240393208,1.0,0.0,11583.0,3.45333678667012,3.45333678667012,0.0
WI,53089,4,3,1,3,4,0.75,5595,0.0007149240393208,0.75,0.25,20202.0,1.9800019800019801,1.485001485001485,0.49500049500049503
WI,53090,3,3,0,3,3,1.0,5595,0.0005361930294906,1.0,0.0,21889.0,1.370551418520718,1.370551418520718,0.0
WI,53091,1,0,1,1,1,1.0,5595,0.0001787310098302,0.0,1.0,2113.0,4.73260766682442,0.0,4.73260766682442
WI,53092,50,43,7,26,50,0.52,5595,0.0089365504915102,0.86,0.14,21202.0,23.582680879162343,20.281105556079616,3.301575323082728
WI,53094,10,10,0,8,10,0.8,5595,0.001787310098302,1.0,0.0,18151.0,5.50933832846675,5.50933832846675,0.0
WI,53095,34,26,8,28,34,0.8235294117647058,5595,0.0060768543342269,0.7647058823529411,0.2352941176470588,27635.0,12.303238646643749,9.408358965080513,2.894879681563235
WI,53097,8,7,1,6,8,0.75,5595,0.0014298480786416,0.875,0.125,7334.0,10.9080992637033,9.544586855740388,1.3635124079629124
WI,53098,20,18,2,15,20,0.75,5595,0.0035746201966041,0.9,0.1,11505.0,17.38374619730552,15.645371577574966,1.738374619730552
WI,53105,21,20,1,15,21,0.7142857142857143,5595,0.0037533512064343,0.9523809523809524,0.0476190476190476,29051.0,7.228666827303707,6.884444597432102,0.3442222298716051
WI,53108,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,2973.0,3.3636057854019508,3.3636057854019508,0.0
WI,53110,7,6,1,6,7,0.8571428571428571,5595,0.0012511170688114,0.8571428571428571,0.1428571428571428,17964.0,3.8966822533956806,3.3400133600534403,0.55666889334224
WI,53115,2,2,0,1,2,0.5,5595,0.0003574620196604,1.0,0.0,16056.0,1.2456402590931739,1.2456402590931739,0.0
WI,53118,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,7107.0,1.407063458561981,1.407063458561981,0.0
WI,53120,1,0,1,1,1,1.0,5595,0.0001787310098302,0.0,1.0,10890.0,0.9182736455463728,0.0,0.9182736455463728
WI,53121,8,6,2,8,8,1.0,5595,0.0014298480786416,0.75,0.25,18640.0,4.291845493562231,3.218884120171674,1.0729613733905579
WI,53122,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,6467.0,1.5463120457708364,1.5463120457708364,0.0
WI,53129,4,2,2,4,4,1.0,5595,0.0007149240393208,0.5,0.5,14607.0,2.738413089614568,1.369206544807284,1.369206544807284
WI,53130,8,7,1,7,8,0.875,5595,0.0014298480786416,0.875,0.125,7647.0,10.461618935530272,9.153916568588988,1.307702366941284
WI,53132,29,28,1,25,29,0.8620689655172413,5595,0.0051831992850759,0.9655172413793104,0.0344827586206896,35272.0,8.221819006577455,7.938308006350647,0.2835110002268088
WI,53140,8,6,2,8,8,1.0,5595,0.0014298480786416,0.75,0.25,30325.0,2.6380873866446826,1.978565539983512,0.6595218466611706
WI,53142,35,31,4,23,35,0.6571428571428571,5595,0.0062555853440571,0.8857142857142857,0.1142857142857142,33572.0,10.42535446205171,9.233885380674371,1.1914690813773383
WI,53143,12,10,2,6,12,0.5,5595,0.0021447721179624,0.8333333333333334,0.1666666666666666,21436.0,5.598059339428998,4.665049449524165,0.933009889904833
WI,53144,7,5,2,7,7,1.0,5595,0.0012511170688114,0.7142857142857143,0.2857142857142857,26539.0,2.6376276423376916,1.8840197445269227,0.7536078978107691
WI,53147,11,9,2,10,11,0.9090909090909092,5595,0.0019660411081322,0.8181818181818182,0.1818181818181818,18440.0,5.96529284164859,4.8806941431670285,1.0845986984815619
WI,53149,4,3,1,4,4,1.0,5595,0.0007149240393208,0.75,0.25,19601.0,2.040712208560788,1.5305341564205908,0.510178052140197
WI,53150,3,3,0,3,3,1.0,5595,0.0005361930294906,1.0,0.0,26142.0,1.1475786091347258,1.1475786091347258,0.0
WI,53151,27,21,6,15,27,0.5555555555555556,5595,0.0048257372654155,0.7777777777777778,0.2222222222222222,32865.0,8.215426745778183,6.389776357827476,1.8256503879507073
WI,53154,9,8,1,8,9,0.8888888888888888,5595,0.0016085790884718,0.8888888888888888,0.1111111111111111,36473.0,2.467578756888657,2.193403339456584,0.274175417432073
WI,53158,9,8,1,8,9,0.8888888888888888,5595,0.0016085790884718,0.8888888888888888,0.1111111111111111,18161.0,4.95567424701283,4.4050437751225155,0.5506304718903144
WI,53172,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,20547.0,0.9733781087263348,0.4866890543631674,0.4866890543631674
WI,53177,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,8190.0,2.442002442002442,2.442002442002442,0.0
WI,53181,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,7873.0,1.2701638511367968,1.2701638511367968,0.0
WI,53182,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,9592.0,2.085070892410342,1.042535446205171,1.042535446205171
WI,53183,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,3073.0,3.254149040026033,3.254149040026033,0.0
WI,53184,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,4233.0,2.3623907394283012,2.3623907394283012,0.0
WI,53185,10,9,1,8,10,0.8,5595,0.001787310098302,0.9,0.1,18786.0,5.323112956456936,4.790801660811242,0.5323112956456936
WI,53186,20,15,5,15,20,0.75,5595,0.0035746201966041,0.75,0.25,33264.0,6.012506012506013,4.509379509379509,1.5031265031265033
WI,53188,80,69,11,38,80,0.475,5595,0.0142984807864164,0.8625,0.1375,34290.0,23.330417031204433,20.12248468941382,3.2079323417906096
WI,53189,2,2,0,2,2,1.0,5595,0.0003574620196604,1.0,0.0,26607.0,0.7516818882249032,0.7516818882249032,0.0
WI,53190,5,2,3,4,5,0.8,5595,0.000893655049151,0.4,0.6,20461.0,2.443673329749279,0.9774693318997116,1.4662039978495673
WI,53201,3,3,0,3,3,1.0,5595,0.0005361930294906,1.0,0.0,,,,
WI,53202,26,23,3,13,26,0.5,5595,0.0046470062555853,0.8846153846153846,0.1153846153846153,26269.0,9.897597929117971,8.755567398835128,1.142030530282843
WI,53203,4,3,1,3,4,0.75,5595,0.0007149240393208,0.75,0.25,2077.0,19.258545979778525,14.443909484833895,4.814636494944631
WI,53204,23,19,4,13,23,0.5652173913043478,5595,0.0041108132260947,0.8260869565217391,0.1739130434782608,40008.0,5.74885022995401,4.7490501899620075,0.9998000399920015
WI,53205,1,1,0,1,1,1.0,5595,0.0001787310098302,1.0,0.0,9091.0,1.099989000109999,1.099989000109999,0.0
WI,53206,2,1,1,2,2,1.0,5595,0.0003574620196604,0.5,0.5,20219.0,0.9891686037885158,0.4945843018942579,0.4945843018942579
WI,53207,14,13,1,11,14,0.7857142857142857,5595,0.0025022341376228,0.9285714285714286,0.0714285714285714,34536.0,4.053741023859161,3.764188093583507,0.2895529302756544
WI,53208,7,5,2,7,7,1.0,5595,0.0012511170688114,0.7142857142857143,0.2857142857142857,27407.0,2.554092020286788,1.8243514430619916,0.7297405772247967
WI,53209,18,14,4,13,18,0.7222222222222222,5595,0.0032171581769436,0.7777777777777778,0.2222222222222222,44963.0,4.0032915953117,3.1136712407979896,0.8896203545137114
WI,53210,23,19,4,16,23,0.6956521739130435,5595,0.0041108132260947,0.8260869565217391,0.1739130434782608,24605.0,9.347693558219875,7.722007722007722,1.625685836212152
WI,53211,64,58,6,25,64,0.390625,5595,0.0114387846291331,0.90625,0.09375,34427.0,18.590060127225723,16.847241990298315,1.7428181369274116
WI,53212,20,18,2,11,20,0.55,5595,0.0035746201966041,0.9,0.1,29099.0,6.873088422282553,6.185779580054297,0.6873088422282552
WI,53213,13,8,5,10,13,0.7692307692307693,5595,0.0023235031277926,0.6153846153846154,0.3846153846153846,26293.0,4.944281747993762,3.0426349218423154,1.9016468261514472
WI,53214,20,19,1,17,20,0.85,5595,0.0035746201966041,0.95,0.05,35010.0,5.712653527563553,5.427020851185376,0.28563267637817763
WI,53215,150,141,9,45,150,0.3,5595,0.0268096514745308,0.94,0.06,58375.0,25.69593147751606,24.154175588865094,1.5417558886509635
WI,53216,15,13,2,10,15,0.6666666666666666,5595,0.002680965147453,0.8666666666666667,0.1333333333333333,29772.0,5.038291011688835,4.366518876796991,0.6717721348918447
WI,53217,30,26,4,22,30,0.7333333333333333,5595,0.0053619302949061,0.8666666666666667,0.1333333333333333,30381.0,9.874592673052238,8.557980316645272,1.3166123564069647
WI,53218,4,2,2,4,4,1.0,5595,0.0007149240393208,0.5,0.5,40581.0,0.9856829550774994,0.4928414775387497,0.4928414775387497
WI,53219,4,3,1,3,4,0.75,5595,0.0007149240393208,0.75,0.25,34855.0,1.1476115334959116,0.8607086501219338,0.2869028833739779
WI,53220,23,20,3,18,23,0.782608695652174,5595,0.0041108132260947,0.8695652173913043,0.1304347826086956,27678.0,8.30984897752728,7.225955632632416,1.0838933448948624
WI,53221,23,19,4,21,23,0.9130434782608696,5595,0.0041108132260947,0.8260869565217391,0.1739130434782608,38428.0,5.985219111064848,4.944311439575309,1.0409076714895389
WI,53222,25,19,6,20,25,0.8,5595,0.0044682752457551,0.76,0.24,24400.0,10.245901639344263,7.78688524590164,2.459016393442623
